Record_ID,Operator_Name,Installation_ID,Time,Solar_Irradiance,Panel_Temperature,Ambient_Temperature,Cloud_Cover,Humidity,Wind_Speed,Rainfall,Dust_Level,Panel_Efficiency,Inverter_Efficiency,Solar_Power_Output
102244,Priya,INST-3067,6:45,0,33.3,32.1,13.4,56.2,7,0,1.2,19.96,96.97,0.15
102245,Meena,INST-5656,17:30,157.8,29.5,29.1,51.2,74,13.4,10.9,4,21.07,94.39,0.28
102246,Divya,INST-2923,4:30,0,24.9,23.3,49.1,89.8,11.6,10.8,7.9,21.41,92.15,0
102247,Arun,INST-3507,15:15,342.6,23.8,22.7,61.2,41.2,5.5,2.8,18.8,18.66,95.48,0.72
102248,Ravi,INST-1915,10:30,235.7,24.9,23.8,86.4,46.7,14.5,22.2,10.9,19.61,93.31,0.26
102249,Kumar,INST-4334,11:45,473.7,31.9,28,62.9,62,11.7,8.9,0.2,22.93,97.21,0.89
102250,Akash,INST-1832,9:15,648.5,46,39.9,7.2,61.9,11.5,0,2.8,21.31,95.2,1.18
102251,Akash,INST-7286,1:15,0,33.7,34,89.6,59.3,14.3,22.1,29.5,20.28,96.52,0
102252,Priya,INST-1547,11:30,395.6,34,32.3,71.1,47.7,3.1,1.1,12.2,17.29,96.28,0.49
102253,Kumar,INST-4557,18:45,3.5,20.5,22.4,21.9,70.2,3.5,0,16.8,19.69,93.19,0.07
102254,Priya,INST-9721,19:15,0,26.6,24.8,62.3,59,11.3,10.3,13.6,19.43,97.23,0
102255,Arun,INST-1129,17:15,208.8,22.9,22.5,26.9,77.4,6.5,0,14.4,17.89,97.71,0.26
102256,Ravi,INST-5221,14:15,378.8,39.8,36.3,69,52.6,3.6,14.8,19.5,20.11,96.78,0.69
102257,Divya,INST-5953,8:15,384.4,36.4,33.9,28,91.2,5.8,0,18.3,22.9,95.98,0.85
102258,Kumar,INST-2504,10:30,337.3,35.3,33.7,72.7,40.9,14.1,15.7,23.8,20.5,92.08,0.58
102259,Akash,INST-5395,18:45,6.7,35.7,37.4,35.1,87.3,9.9,0,16.1,22.04,96.04,0.13
102260,Kumar,INST-3234,8:45,275.4,40.9,39.7,50.4,35.6,7.3,13.9,8.1,22.89,96.73,0.41
102261,Akash,INST-9059,9:30,434,45,40.3,44.6,44.6,5.8,20,26.7,21.05,95.15,0.71
102262,Meena,INST-8542,16:45,269.5,40.9,39.3,50.5,83.7,2,9.9,22.5,20.91,93.83,0.37
102263,John,INST-4519,13:15,827.4,33.8,27.9,14.9,52.6,2.9,0,7.5,18.52,92.3,1.28
102264,Priya,INST-9357,13:45,793.4,43.9,38.8,22.5,38.7,1.2,0,17.2,20.43,95.69,1.49
102265,Ravi,INST-6575,13:30,500.9,31.2,25.6,56.5,44,8.2,15.6,29.7,22.47,97.83,1.02
102266,Divya,INST-7935,13:15,830.7,40,32.2,16.8,78.5,1.9,0,6.1,17.57,94.82,1.51
102267,Priya,INST-9045,1:00,0,19.4,21,49.1,40,6.9,21,23.4,22.51,96.06,0.11
102268,Meena,INST-1342,10:15,566.9,31.6,26.4,42.6,27.2,1.7,7.2,9.5,22.88,97.75,1.03
102269,Ravi,INST-8929,15:30,623.2,25.4,19.8,11.1,31.5,13.3,0,4.2,19.41,96.11,1.05
102270,Kumar,INST-8535,3:30,0,25.1,23.7,99.9,23.3,3.7,15.2,13.3,18.49,92.61,0
102271,Akash,INST-6757,12:00,856.4,26.9,20.1,15.8,46.7,7.7,0,12.6,17.87,95.18,1.3
102272,Arun,INST-7897,14:15,292.2,31.7,27.7,80.5,76.1,2.2,18.1,3.4,17.05,98.72,0.64
102273,Akash,INST-8986,1:45,0,27.5,25.7,66.3,77.9,14.6,2.1,15.7,22.1,95.18,0.08
102274,Kumar,INST-3952,7:30,91.1,39.1,37.3,71.9,88.9,0.3,21.6,8.2,18.69,96.08,0.08
102275,Priya,INST-7858,10:45,350.8,33.6,32,73.6,84.6,10.6,5.7,4.4,18.06,96.78,0.56
102276,Meena,INST-6421,23:00,0,19.6,21.4,65.9,25.2,11.6,22.6,9.7,18.83,95.53,0.11
102277,Priya,INST-1817,19:15,0,26.9,27.4,35.2,38.6,14.7,0,6.1,18.43,94.21,0.08
102278,Meena,INST-5958,6:45,0,32,31.9,63.1,41.1,6.1,24.8,7,22.57,92.23,0.06
102279,Priya,INST-8576,0:30,0,19.4,20.7,55.3,72.8,13.1,4.2,27,22.01,93.57,0
102280,Divya,INST-2516,14:30,603.1,31.9,27.1,34.3,22.8,9.1,0,14.8,21.44,98.78,1.29
102281,Kumar,INST-1500,22:00,0,35.3,34.5,98.5,86.9,8.8,19.4,18.2,20.29,93.73,0.06
102282,Divya,INST-4471,12:30,498.4,37.9,32.5,57.9,74.2,0.6,8.8,21.5,20.78,98.5,1.06
102283,Arun,INST-6473,18:15,0,18.5,18.5,83.8,90.5,5.7,9.2,17.3,19.35,98.09,0
102284,Meena,INST-7969,4:15,0,33.2,31.9,56,50.8,11.4,24.5,24.9,20.95,97.51,0.13
102285,Priya,INST-2987,17:45,173.9,35.3,35.7,46.1,65.5,14.1,5.5,25.2,20.53,92.48,0.2
102286,Ravi,INST-2101,20:45,0,40.9,38.9,23.9,57.5,6.1,0,5,17.14,98.5,0.12
102287,Divya,INST-8617,15:45,274.2,36.2,34.1,70.6,72.3,7.6,22,3,20.38,94.99,0.59
102288,Akash,INST-6012,13:00,265.4,37.3,33.3,86.8,47.2,10.4,14.1,3.4,20.56,93.17,0.31
102289,Priya,INST-4353,11:45,809,46.5,38,21.6,69.7,12,0,21.9,21.69,96.27,1.43
102290,Ravi,INST-9126,11:00,668.3,45.6,39.1,38.2,51.2,7.1,0,10.9,17.72,92.92,0.88
102291,Divya,INST-5294,16:45,137.3,28.9,28.8,84.9,84.7,9.2,15.6,20.3,19,95.85,0.11
102292,Kumar,INST-7108,12:45,423.3,23.1,21.5,67.7,26,3,17.4,26.8,19.55,96.05,0.55
102293,Divya,INST-2833,18:00,18.5,30.8,31.8,51.2,37.9,0.6,15.7,7.4,20.33,95.9,0
102294,Akash,INST-9689,4:45,0,25,23.7,49.9,33.3,10.3,1.3,17.9,18.66,95.84,0
102295,Divya,INST-9260,3:00,0,22.1,21.8,34.9,69.8,3,0,22.4,17.73,93.62,0.19
102296,Arun,INST-3251,18:15,5.8,29.6,30.3,7.4,90,11.9,0,17,18.66,97.05,0.15
102297,Meena,INST-1908,10:30,246.7,31.9,29.9,86.9,83.4,1.2,7.5,2.2,17.75,94.11,0.33
102298,Meena,INST-4381,11:15,609.4,24,19.6,45.3,46.4,12.9,3.5,29.1,17.95,96.33,0.91
102299,Kumar,INST-7234,18:30,0,29.6,28,40.6,39.2,3,2.5,16.1,22.34,97.54,0.19
102300,Meena,INST-6316,0:45,0,25.6,24.5,65.8,63.4,13.7,6.7,3.2,21.72,92.47,0
102301,Divya,INST-8765,8:15,382.9,26.5,21.6,31.4,20.1,12.8,0,24,20.03,98.14,0.71
102302,Priya,INST-4508,4:15,0,40.6,41.3,49.6,59.7,11.9,22.2,2.3,17.53,97.02,0
102303,Kumar,INST-5908,14:30,614.8,45.4,38.9,35.6,41.5,14,0,20.6,19.31,94.11,1.18
102304,Meena,INST-5650,13:15,950.7,27.8,21,0.3,73.2,11.9,0,18.7,21.17,93.01,1.6
102305,John,INST-1064,15:00,298.8,26.7,25.1,67.6,48.7,0.9,23.8,18.7,19.04,98.48,0.5
102306,Ravi,INST-1829,13:00,379.2,36.3,31.7,71.6,25.8,6.6,24.9,10.7,19.35,94.36,0.48
102307,Priya,INST-3905,0:15,0,33.1,33.2,33.2,50,5.7,0,1.2,20.64,95.05,0.07
102308,Priya,INST-9663,23:30,0,23.3,22.6,41.6,52.6,5.4,20.1,4.2,19.04,98.58,0.12
102309,Priya,INST-6386,13:30,563.7,38.1,32.7,49.7,74.5,8.2,14.1,21.1,18.07,97.62,0.93
102310,Arun,INST-2403,18:00,0,25.1,24.8,57.9,88.3,4.1,2.8,3.3,17.04,92.59,0.13
102311,Meena,INST-7500,18:15,0,21.3,22,52.2,20.4,1.8,4.1,21.3,17.65,94.11,0
102312,Ravi,INST-9291,20:30,0,30.4,28.5,76.1,58.5,7.8,10.1,18.7,20.26,96.84,0
102313,Arun,INST-3041,7:45,176.8,44.1,40.8,41.1,88.5,4.7,6.8,19.2,17.74,98.36,0.2
102314,Arun,INST-2862,17:00,69.5,19.3,19.5,80.3,30.3,1.5,10.1,26.3,21.61,98.21,0.02
102315,Arun,INST-9898,8:00,213.2,38.2,35.4,65.5,38.9,2.6,9.8,25,20.78,98.99,0.25
102316,Arun,INST-6130,7:30,229.4,28.7,28.6,14.3,53.6,5.8,0,9.3,17.81,98.43,0.26
102317,Divya,INST-7989,22:45,0,27.1,25.3,92.8,72.6,13.4,12.5,25.9,17.45,95.14,0
102318,John,INST-1848,0:15,0,36.3,34.8,86.6,47.8,1.1,17.2,24.4,21.53,97,0
102319,Arun,INST-5647,14:15,629.5,33.1,26.3,31,52.8,12.2,0,29.7,20.56,93.45,0.9
102320,Akash,INST-4832,18:30,0,35,33.8,62.9,32.7,13.9,14.4,27.2,20.89,98.79,0.05
102321,Divya,INST-9999,20:45,0,31.4,29.5,61.3,88.9,4.1,16.3,7,22.42,95.2,0.06
102322,Priya,INST-9537,19:30,0,18,19.7,66.3,52,8.7,4.7,2.4,18.15,93.75,0.08
102323,Ravi,INST-6671,0:45,0,39.9,41.9,98.7,56,0.1,14,27.6,22.41,95.96,0.06
102324,Akash,INST-4241,11:45,688.8,45.2,41,34,25.3,8.2,0,0.3,18.95,96.05,1.08
102325,John,INST-5578,23:30,0,23.7,22.1,42.2,63.7,5,4.9,25.4,18.13,92.24,0
102326,Priya,INST-6751,9:00,386.9,36.2,34.5,52.4,76.1,13.9,2.5,17.9,19.99,94.4,0.73
102327,Akash,INST-4758,12:30,429.8,43,38.5,66.1,38.9,7.4,12.4,27.6,17.85,93.66,0.47
102328,Divya,INST-9230,14:00,209,43.4,40.9,89.4,36.2,12.4,2.8,15.5,19.65,98.21,0.52
102329,Kumar,INST-6788,9:45,327.8,27,25.7,66.8,81.6,1.1,4,22.5,22.69,94.96,0.73
102330,Divya,INST-4562,2:00,0,37,38.2,44.5,94.3,1.6,0.4,16.1,19.42,98.82,0
102331,Akash,INST-6477,18:30,0,25.3,23.6,60.6,27.2,12,6.1,12.5,20.28,94.61,0
102332,Ravi,INST-1729,4:00,0,26.1,25.3,60.1,21.8,1.3,1.1,15.5,22.84,92.44,0.05
102333,Divya,INST-9731,14:15,729.3,38,31.6,16.5,84.6,12.8,0,6.3,17.77,92.14,1.03
102334,John,INST-9119,8:15,220.7,21.1,21.1,65.2,47.1,13.1,20.1,8.8,19.37,92.46,0.43
102335,Priya,INST-4264,3:15,0,27,26,46.9,62.8,2,18,22.8,22.99,96.79,0
102336,Kumar,INST-6854,13:45,854.8,35.3,27.1,11.7,73.3,12,0,18,21.55,98.59,1.67
102337,Divya,INST-9046,13:45,449.8,41.4,38.8,66.2,56,9.8,3.2,6.4,20.22,95.73,0.87
102338,Divya,INST-3633,1:30,0,22.5,23.4,60.5,28.8,3.8,8.5,15,22.58,97.66,0
102339,Divya,INST-4659,8:00,314,23.2,18.7,48.5,63.4,6,7.8,20.3,18.49,96.44,0.35
102340,Divya,INST-6226,16:30,283.9,24.8,20.5,55.8,67.8,3.6,9.8,4.2,19.17,93.95,0.42
102341,Kumar,INST-4859,18:15,7,23.8,25.6,40.3,50.8,7.7,21.2,26.9,17.05,98.84,0.11
102342,Priya,INST-6818,6:45,0,20.9,19.3,50.3,46.9,9.7,18,22.7,21.04,93.87,0.17
102343,Ravi,INST-8375,16:45,336.9,33,30.1,41,92.9,8.8,21.9,19.3,22.38,92.95,0.82
102344,Priya,INST-1512,23:00,0,22,21.4,56.4,89.4,0.3,18.9,9.3,21.56,92.48,0
102345,Arun,INST-5834,12:00,478.6,34.6,29.8,61.9,86.9,4.2,23.6,0.7,21.16,94.17,0.92
102346,Divya,INST-2340,16:45,394.5,42.8,41,23.1,41.9,12.4,0,28.8,17.36,93.81,0.57
102347,Divya,INST-2346,3:00,0,29.9,30,98.4,21,3.6,8.2,23.3,21.16,96.62,0
102348,Ravi,INST-8595,7:15,194.1,29.9,28.2,27.7,94.4,13.1,0,19.7,18.54,97.68,0.39
102349,Kumar,INST-1934,8:15,291.5,32.1,29.1,46.2,85.9,7.5,14.7,4.3,19.42,96.02,0.45
102350,Ravi,INST-5628,16:00,477.9,25,22.6,9.5,52,14.7,0,7.4,18.48,97.7,1
102351,Akash,INST-7088,3:00,0,25.1,26.8,33.3,81.3,0.9,0,7.4,18.45,97.31,0
102352,Arun,INST-6801,12:45,796.9,44.8,37.1,26.6,44.8,5.7,0,9.5,22.25,96.7,1.52
102353,Priya,INST-6514,8:00,245.7,41.7,38.1,57.3,68,0.4,0.3,3.1,21.42,96.55,0.38
102354,Ravi,INST-6906,4:15,0,33.3,34.2,26,68.5,6.4,0,27.8,20.92,98.62,0.1
102355,Meena,INST-4279,17:30,121.4,27.7,28.2,60.3,50.7,14.4,7.8,22.9,20.43,96.28,0.12
102356,Arun,INST-7768,22:00,0,37.7,38.4,62.7,35.7,11.4,24.9,9.5,22.83,94.81,0
102357,Meena,INST-1983,17:00,210.9,40,37.6,24.3,92.6,2.7,0,5.7,18.17,95.89,0.39
102358,Meena,INST-9375,1:15,0,36.2,35.7,95.9,85.7,2.6,12.9,10.1,22.56,95.47,0
102359,Divya,INST-9330,2:45,0,27.8,26.7,84.7,81.7,13.7,9,8.4,21.21,95.45,0
102360,John,INST-5480,18:45,3.5,18.6,18.8,23.8,80.5,0.7,0,0.3,20.41,98.12,0.18
102361,Akash,INST-5876,17:45,244,32.2,29,11.3,80.2,7.5,0,17.8,21.71,97.71,0.5
102362,John,INST-7223,0:00,0,19.9,18.5,31.2,21.8,2.4,0,10.8,21.86,94.48,0
102363,Akash,INST-1713,2:45,0,38.5,38,24.8,94,3.3,0,25.3,21.46,95.28,0
102364,Arun,INST-7506,4:30,0,37.8,39.4,73.5,55.8,3,17.1,23.2,18.31,94.6,0.06
102365,Kumar,INST-5868,7:30,92.4,30.1,29,85.3,31.6,13.9,10.7,23.6,20,98.37,0.19
102366,John,INST-6507,9:30,324.1,31.7,29,64,28.7,6.7,4.8,3.3,21.26,94.02,0.73
102367,Arun,INST-8199,23:00,0,19.8,21.2,62.3,71.2,13.5,4,18,18.25,98.04,0.17
102368,Divya,INST-7348,3:45,0,38.4,37.6,52.7,77.5,4.2,1,21.9,19.34,96.65,0
102369,Arun,INST-7189,7:00,91.6,28.9,26.4,86.1,73.1,12.1,13.3,18.1,17.23,97.42,0.06
102370,Meena,INST-6841,5:15,0,40,40.4,55.4,56.1,4.1,5.2,6.3,21.2,93.52,0.1
102371,Divya,INST-4170,23:15,0,29.3,30.5,77.2,51.4,11.2,4.7,24.7,19.07,92.29,0
102372,Ravi,INST-9023,14:15,809.8,38.8,33.1,6.1,94.8,7.8,0,28.7,20.42,97.51,1.57
102373,Meena,INST-4548,15:00,509.8,30.1,24,32.5,46.7,0.1,0,17,18.17,95.89,0.7
102374,Meena,INST-1847,15:15,259.6,42.2,38.4,75.7,27.9,2,11.9,5.8,22.68,98.59,0.66
102375,Meena,INST-1846,5:45,0,42.4,41.9,73.6,82.2,10.5,13.1,12.4,21.3,92,0
102376,Arun,INST-3831,0:45,0,22.8,21.8,26.8,59.2,12.7,0,29.3,19.08,93.72,0.2
102377,Meena,INST-7775,1:15,0,19.1,19.8,38.8,66.6,11.7,0,18.7,21.33,98.62,0
102378,Meena,INST-8298,19:00,0,24,22.7,35.8,61.3,8.1,0,23.8,22.18,98.2,0
102379,Priya,INST-8616,10:00,767.9,32.9,24.7,15.2,90,0.7,0,15.4,20.28,95.46,1.31
102380,Divya,INST-6317,10:30,229.5,29.1,26.1,85.5,42.8,0.6,15.5,27.3,18.06,93.74,0.3
102381,John,INST-7444,4:45,0,27.7,28.3,34.2,60.5,1.9,0,23,17.81,94.16,0.19
102382,Kumar,INST-5430,21:30,0,35.1,34.4,93.1,88,2.2,12.2,11.6,20.97,98.5,0.04
102383,Kumar,INST-5694,3:45,0,41,40.1,82.7,86.5,6.7,24.2,13.2,22.37,95.92,0.15
102384,Akash,INST-9368,23:30,0,29.2,28.7,62.6,91.8,1.3,9.9,24.3,19.62,96.49,0.19
102385,John,INST-2501,16:45,271.8,31.5,28.8,56.2,43.8,6.8,1.3,29,18.67,93.49,0.54
102386,Akash,INST-5357,11:15,285.2,28,23.9,83.4,61,4.1,0.1,1.2,20.77,93.41,0.49
102387,Divya,INST-7115,12:15,276.7,40.5,39.7,88.7,23.8,14.6,19.4,28.8,21.01,98.64,0.35
102388,Kumar,INST-6608,15:00,627.9,33.6,29.6,12.7,25.4,12.8,0,0.1,20.32,94.39,1.27
102389,Meena,INST-2886,11:15,855.4,32.9,26.2,12.8,21.5,8.7,0,23.5,22.12,98.13,1.57
102390,Divya,INST-9809,6:45,0,39,40.9,58.8,87.6,4,20.5,29.3,21.93,94.84,0.06
102391,Arun,INST-9447,10:45,391.8,36.8,32.8,65.9,94.8,6.7,18,13.2,22.79,97.15,0.93
102392,Akash,INST-1720,0:45,0,28.4,27.1,41.8,79,3.7,11.1,29.8,21.7,97.13,0
102393,Divya,INST-6060,9:15,499.1,38.6,33.8,34.9,83.6,5.7,0,15.1,21.22,95.06,1.08
102394,Meena,INST-8831,22:45,0,38.9,38,84,39.1,5.6,12.5,12.9,20.14,94.03,0.02
102395,Divya,INST-6039,2:30,0,31.7,30.1,33.6,67.1,3.8,0,21.8,20.63,95.5,0
102396,Kumar,INST-5230,21:15,0,20.7,21.9,26.6,36.4,13,0,25,20.14,97.89,0.17
102397,Priya,INST-6145,18:00,7.9,22.5,21,1.3,30.4,10.4,0,8.7,18.64,95.58,0.18
102398,Meena,INST-7879,14:45,833.1,39.4,34,6.4,91.3,9.7,0,11.4,17.04,94.21,1.28
102399,Kumar,INST-2384,3:45,0,35.2,35.7,74.8,69,7.4,19.7,20,19.7,97.7,0.17
102400,Divya,INST-8094,12:45,353.2,30.6,27.5,77.5,29.4,7.5,18.4,10.3,20.84,96.1,0.6
102401,Meena,INST-4031,2:45,0,25.4,24.9,49.1,59,7.9,14.8,15,22.98,95.28,0
102402,John,INST-3322,5:00,0,34.7,34.5,54.5,71.9,6.2,15.2,17.8,20.22,97.49,0
102403,Akash,INST-5515,1:00,0,28.7,29.5,50.4,84.6,6.5,14.6,7.4,21.8,92.61,0
102404,Kumar,INST-2457,17:15,77.6,25.7,23.7,90,87.3,1.6,2.8,26.1,18.58,92.15,0.06
102405,Meena,INST-6621,16:45,365.4,26.6,24.9,28.8,49.5,5.2,0,8.3,19.47,95.2,0.55
102406,Divya,INST-9573,6:30,0,31.9,31.7,6.6,68.8,6.8,0,27.8,20.94,94.3,0.19
102407,Akash,INST-8078,7:15,103.7,37.6,37.3,72.7,86.4,8.1,16.6,2,20.92,98.46,0.14
102408,Akash,INST-1752,22:00,0,38,36,68,78.1,13.7,10.8,7.9,19.55,96.22,0.05
102409,Akash,INST-3754,18:15,15.4,39.7,40.5,35.4,52.4,12.9,0,25.1,19.91,96.13,0
102410,Divya,INST-1796,2:00,0,43,41.7,30.5,57.1,1.2,0,22.8,21.08,98.98,0
102411,Arun,INST-1147,6:45,16.6,22.6,21,14.3,47.4,1.1,0,1.2,18.64,94.46,0.15
102412,Arun,INST-5992,23:30,0,20.5,22.4,53.4,49.3,6.4,5.4,23.8,20.61,98.9,0
102413,Arun,INST-5717,6:15,0,32.5,34.2,34.5,40.7,3.5,0,19.3,18.88,98.61,0.04
102414,John,INST-2073,21:30,0,21,19.5,91.5,59.7,2.8,23.7,1.5,18.68,92.1,0.18
102415,Kumar,INST-5042,5:00,0,34.9,33.4,88.4,65.6,7,3.5,8.1,18.81,97.51,0
102416,Ravi,INST-8668,15:00,339.1,37.9,34.3,60.2,38.1,13.9,18.9,14.7,20.78,93.54,0.59
102417,Meena,INST-5214,14:45,809,35.1,26.6,5.8,45.3,4.6,0,27.8,18.73,98.56,1.16
102418,Akash,INST-7656,13:00,727.2,39.2,31.9,30.6,63.3,13,0,18.2,18.08,96.95,1.29
102419,Priya,INST-6664,1:00,0,25.5,24.1,36.6,67.7,8.5,0,13.1,19.84,97.98,0.02
102420,Meena,INST-9261,5:30,0,28.2,29.4,85,86.3,8.5,20.8,18.1,20.62,92.3,0
102421,Priya,INST-2796,4:45,0,24.6,23.8,47.7,47.2,6.9,23,28.5,21.81,92.59,0.1
102422,Akash,INST-4063,5:00,0,36.4,34.9,86.7,74.1,4.9,2.2,0.1,18.66,93.76,0
102423,Kumar,INST-7427,8:30,418.8,39.7,36,22.6,79.6,8.8,0,7.6,17.94,97.32,0.87
102424,Ravi,INST-1923,14:15,774.3,35.9,28.6,14.9,37.9,2.4,0,15.3,22.08,95.55,1.66
102425,Divya,INST-9935,10:45,801,30.1,23.2,9.6,47.9,0.6,0,1.3,17.26,92.42,1.24
102426,Arun,INST-6605,16:45,257,30.2,28.7,58.1,50.2,8.3,3,5,20.95,98.75,0.58
102427,Kumar,INST-5739,8:45,249.7,38.4,35.1,57.4,46.5,11.8,19,12.4,22.18,94,0.62
102428,Priya,INST-6475,9:45,310.7,31.7,29.2,66.1,43.5,14.8,1.7,29.7,19.2,97.51,0.63
102429,Divya,INST-7486,18:45,12.7,27.1,26.7,32.3,44.5,6.2,0,1.3,22.57,98.45,0.2
102430,Kumar,INST-4586,14:30,769.1,33,27.5,13.8,39.2,2.1,0,0.3,17.96,98.8,1.21
102431,Priya,INST-5351,10:30,557.8,32.4,26.8,43.2,54,2,12.1,12.4,18.64,93.99,1.09
102432,John,INST-4506,1:15,0,29.5,29.3,69.5,36.6,7.3,4.5,16.8,17.73,96.34,0
102433,Arun,INST-6101,21:15,0,22.5,22,68.5,22.5,10.7,16.8,28.3,18.83,94.76,0
102434,John,INST-1419,14:45,433.1,39.8,37.4,60.9,24.1,8.2,13.5,6.4,22.99,94.06,0.91
102435,Divya,INST-1393,1:45,0,25.1,25.5,60.5,93.5,5.7,7.7,16.9,19.59,96.79,0
102436,John,INST-4446,16:45,325.6,40.2,35.8,45.5,21.2,4.9,14.5,10,20.8,93.16,0.59
102437,Arun,INST-7176,12:15,858.5,28.4,21.4,19,81.1,7.3,0,19,18.83,97.8,1.4
102438,Arun,INST-8759,1:30,0,23.3,22.6,57.4,38.1,9.6,21.9,29.3,19.5,92.74,0
102439,John,INST-7329,2:00,0,38.5,38.9,98.4,57.7,8.2,18.9,22.4,21.17,98.69,0.18
102440,Arun,INST-5453,8:30,176.6,37,34.3,80.1,68.8,13.6,9,15.6,19.56,96.95,0.28
102441,Priya,INST-4760,21:30,0,40.3,38.4,41.8,37.1,9.8,21.7,16.3,20.27,92.85,0.03
102442,Kumar,INST-5388,15:45,408.7,38.1,33.5,52.7,35.3,14.5,15.1,23.6,20.79,96.27,0.84
102443,Priya,INST-3584,5:00,0,23.2,23.2,26.1,47.5,0.5,0,18.8,18.44,92.7,0
102444,Priya,INST-4192,7:45,142.6,34.6,34.3,57.3,20.4,8.3,2,14.6,18.1,92.86,0.26
102445,Akash,INST-8928,5:00,0,21.8,22.4,86.7,21.4,12.7,6.1,19.9,19.74,96.45,0
102446,Ravi,INST-1127,22:00,0,34.3,33.7,75.2,76.4,1.2,11.6,26.1,22.06,98.19,0.13
102447,Arun,INST-5817,9:15,559.5,45,38.7,23.1,56.1,5.6,0,2.2,18.71,95.45,0.96
102448,Priya,INST-2860,14:00,290.4,29.8,28.9,80.8,30.5,14.5,22.7,25.3,17.32,96.36,0.49
102449,Ravi,INST-9934,23:15,0,35.7,35.1,42.6,33.4,3.1,2.8,20,17.08,94.62,0.04
102450,Kumar,INST-3915,8:00,280.7,37.4,35.7,49.2,73.4,5.8,9,19.7,17.26,93.15,0.29
102451,Priya,INST-8154,14:30,381.4,45.1,40.9,65.3,32.6,5.8,17,3,21.54,94.81,0.77
102452,Priya,INST-8094,14:45,405.5,20.8,18.2,66.3,45,7.6,21.9,22.6,19.59,93.64,0.47
102453,Arun,INST-1668,19:30,0,36.2,34.5,26.7,45.4,9.6,0,0.7,22.67,92.08,0.12
102454,Priya,INST-9550,8:00,471,33.8,28.7,5.5,20.2,3.9,0,9.6,20.29,94.89,0.86
102455,Ravi,INST-4812,15:30,480.2,21.2,19.2,39.3,69.1,3.4,0,0.7,19.7,93.91,0.8
102456,Ravi,INST-6566,16:15,388,21.4,18.2,29,32.3,2.5,0,19.2,22.89,93.7,0.84
102457,Arun,INST-1422,3:15,0,25,26.7,30.4,31.8,12.4,0,7.7,19.56,93.37,0
102458,Ravi,INST-2195,19:00,0,20.5,22.3,49.1,43.6,1,11.7,21.4,18.64,98.66,0.12
102459,Priya,INST-8551,1:45,0,27.7,26.4,41.7,53,6.5,12.8,12.2,18.17,96.6,0
102460,John,INST-1917,14:00,657.9,41.7,34.4,27.7,60.7,9.9,0,3.6,17.37,92.87,1.24
102461,John,INST-6493,22:45,0,34.5,34.7,60,51.2,1.1,21.5,3.9,20.39,97.16,0
102462,Ravi,INST-3511,3:45,0,27.7,25.9,53.8,56.2,14.2,19,1.2,22.31,96.66,0.02
102463,John,INST-6734,7:30,186,30.7,28.6,40.7,44.2,2.8,3.7,18.5,19.12,96.12,0.39
102464,John,INST-9587,18:45,0,28.7,30,70.5,54.4,2.6,15.2,28.5,18.29,97.07,0.08
102465,Ravi,INST-3677,22:30,0,36.5,37.6,22.4,57.7,10,0,5.9,20.64,95.7,0.11
102466,John,INST-9744,9:30,633.5,36.3,32.1,12.2,74.2,5.9,0,20.3,17.79,93.68,0.78
102467,Akash,INST-8437,12:15,394.4,29.2,24,71,85,12.5,21.4,26.8,22.63,96.42,0.57
102468,Priya,INST-7734,13:15,799,28.2,20.8,22.1,30,5.6,0,20.7,18.53,96.82,1.22
102469,Akash,INST-4469,12:15,401.3,33,28.1,72,34.6,6.9,7.1,8,19.18,97.02,0.81
102470,John,INST-4332,8:30,133.1,21,20.5,84.1,86.7,4,24.8,10,20.85,93.17,0.37
102471,John,INST-3943,20:30,0,31.7,30.1,50.3,25.6,9.4,3.1,27.3,18.64,95.44,0.04
102472,John,INST-7347,9:15,411.1,43.9,41.8,52.8,53.1,3.1,5.4,27.2,20.71,98.18,0.67
102473,Priya,INST-6900,7:00,239.6,22.3,20.9,5.5,90.8,1.1,0,15.9,22.14,95.36,0.49
102474,Kumar,INST-1798,10:45,340.4,28,24.2,73.1,94.8,0.4,12.6,4.2,19.43,94.1,0.79
102475,Divya,INST-9766,20:45,0,26.4,25.4,95.2,94.1,9.5,23,19,17.08,94.95,0.1
102476,Akash,INST-2871,23:00,0,39.3,38.8,50.2,38.2,6.7,7.7,3.1,21.87,97.59,0.12
102477,Divya,INST-1605,12:30,976.4,44.4,36.5,0.8,46.2,0.1,0,3.2,17.99,92.02,1.68
102478,Kumar,INST-2333,13:00,954.9,28.9,19.3,0.1,56,8.4,0,24.3,20.25,97.52,1.84
102479,Kumar,INST-3189,3:15,0,25.7,27.4,24.8,76.1,9.3,0,8.9,19.23,97.95,0.05
102480,Akash,INST-8416,16:30,455.8,36.5,33.5,14.8,40.9,4,0,7.7,17.08,95.33,0.85
102481,Arun,INST-5041,22:45,0,41.8,41.5,25.4,32.7,10.6,0,25.3,21.44,96.96,0.04
102482,Divya,INST-6302,21:45,0,24.1,23.1,75.8,56.7,11.5,12.6,17.8,17.17,94.2,0
102483,Divya,INST-9759,6:45,0,26,25.5,39.9,23,8.8,0,18.2,21.38,95.75,0
102484,John,INST-4766,18:00,0,38.4,37.4,87.8,85.6,8,19.2,19,20.71,98.75,0
102485,Ravi,INST-7867,6:30,0,38.1,40,27.7,56.5,12.7,0,23.9,17.52,92.62,0
